BAROMETRIC_PRESSURE,ENGINE_COOLANT_TEMP,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,MAF,SPEED,THROTTLE_POS,class
100,82,2217,20,6.6,45,0.251,0
100,84,1409,22,14.69,51,0.318,0
95.88528541,100.4931974,5098.840866,63.44450955,50.03871727,57.74440594,0.818018272,1
101,66,2163,67,6.32,31,0.235,0
97.27885384,105.4329712,4793.833599,62.50722909,52.67625425,47.63349819,0.820771018,1
100,81,850,21,8.59,18,0.282,0
100,98,808,33,4.51,0,0.208,0
100,82,1802,39,15.03,52,0.314,0
101,92,782,39,3.74,10,0.2,0
100,85,1462,46,12.01,54,0.298,0
96.12001737,108.7572917,5054.454326,32.90045445,59.20266162,12.61616997,0.898817002,1
96.52332664,103.2143705,5336.600899,22.14813575,57.22273741,28.47583237,0.75699226,1
95.70513441,106.8152059,3534.577312,67.53778389,68.72671024,59.66465324,0.854062193,1
96.45334966,108.7073929,4281.792659,55.53466664,58.99377725,66.74949633,0.675375923,1
95.09703397,104.3926739,4542.040422,29.82402083,51.44877097,65.60388672,0.611889374,1
98,92,2070,78,24.5,66,0.349,0
100,84,802,32,3.85,0,0.2,0
99,85,1598,20,21.02,28,0.341,0
100,83,789,36,4.93,0,0.224,0
100,84,2115,42,20.83,74,0.333,0
96.02469703,109.72669,5108.174019,26.48424225,50.24530721,33.72763395,0.677995049,1
97.40137954,100.5465711,4483.570312,58.99813152,50.06126678,31.1522484,0.713956656,1
100,83,2215,20,24.63,28,0.349,0
100,82,1411,94,18.53,49,0.337,0
96.44636388,107.6896695,5105.905472,45.88038715,68.70546572,37.48513174,0.848306121,1
99,84,789,34,4.1,0,0.204,0
95.06757583,104.0404919,4556.163965,47.9527569,66.88411998,57.59041055,0.632365069,1
100,83,2065,42,25.58,73,0.345,0
95.02473042,105.7812049,4700.948027,36.78693761,61.95451545,47.34986849,0.914081062,1
99,94,1821,56,19.95,32,0.337,0
99,84,916,46,6.98,56,0.267,0
101,83,2147,41,15.09,46,0.314,0
100,84,1897,84,29.19,50,0.373,0
100,85,792,36,4.61,3,0.216,0
100,83,1757,27,13.5,53,0.306,0
96.7602922,109.1934343,5427.730592,61.03762331,55.71644489,10.67284365,0.729819674,1
100,83,1035,21,5.35,30,0.231,0
100,88,1047,22,7.24,24,0.263,0
96.25881323,102.864883,4955.924119,31.80041954,50.51721545,24.19272574,0.638404061,1
95.50816992,105.2518931,4346.902313,20.00797422,66.74337168,25.90312668,0.623500688,1
101,92,1074,20,10.08,24,0.29,0
97.81176638,100.9984692,3817.939109,62.47727881,62.76484224,34.15424383,0.867453313,1
100,83,1571,33,4.12,47,0.22,0
96.81982295,104.0791792,3888.45701,39.41020474,53.91813373,15.94878014,0.829304798,1
100,84,1031,46,4.54,19,0.216,0
100,91,1859,72,33.96,32,0.388,0
99,84,1554,74,14.41,25,0.322,0
99,93,1222,50,10.23,16,0.282,0
99,92,797,32,3.99,0,0.204,0
96.57641338,109.7926387,3737.314045,50.58486087,57.46281306,43.77500669,0.699028827,1
99,84,1287,52,10.72,29,0.294,0
96.75811997,101.6345405,5052.007571,26.2443419,57.92831939,31.70723411,0.644760955,1
96.16358348,109.6049209,4460.136513,61.61801287,63.19613729,33.04916092,0.81459402,1
96.81406283,107.4164512,3980.001835,25.65187995,62.21920166,69.04725539,0.882335843,1
96.49972641,102.6327269,5310.785392,24.21249389,56.33002718,35.79556853,0.928208258,1
97.01950982,109.7099736,5164.222503,54.53011303,53.6814647,44.83775524,0.876946174,1
95.41669994,106.818175,5386.270085,64.12429027,61.20092845,68.4376247,0.919469227,1
100,94,3084,56,8.71,41,0.263,0
100,93,905,31,3.69,27,0.192,0
97.01086317,104.0477332,4439.181452,40.33237524,58.75237937,19.5373896,0.71245724,1
97.53062695,106.1060792,3861.183734,22.04771013,53.54206866,64.62238985,0.73588528,1
97.94137818,108.7210813,4586.078157,69.23258465,61.32692579,10.81129579,0.61166732,1
99,83,1633,53,13.99,27,0.314,0
100,94,810,32,8.01,0,0.2,0
100,82,794,34,4.45,4,0.208,0
97.72964619,108.4014241,4424.141054,58.30544883,53.42555066,50.38591012,0.864223799,1
100,82,1123,35,4.19,33,0.239,0
100,83,2405,62,7.58,53,0.247,0
98,90,2199,20,10.32,61,0.29,0
100,81,1912,20,17.2,52,0.322,0
101,85,810,30,3.77,28,0.196,0
100,99,848,33,4.41,4,0.208,0
100,84,841,31,4.17,8,0.212,0
101,92,781,36,3.87,0,0.204,0
97.27804649,102.4402117,4000.486016,68.91690357,58.57780676,69.25871887,0.783841114,1
100,85,1705,49,16.3,45,0.318,0
96.14444843,108.9436015,5412.555822,63.05060886,67.59668243,32.201771,0.735842478,1
100,82,877,32,4.15,35,0.2,0
100,83,1475,21,3.5,41,0.212,0
100,82,1741,28,4.73,52,0.224,0
96.55626617,109.529059,4488.675785,58.93442471,62.99938398,20.70876531,0.913290321,1
100,84,810,31,3.85,0,0.204,0
100,83,787,32,4,40,0.2,0
100,86,877,31,4.36,46,0.204,0
95.41953197,107.3066849,5018.413475,33.27160391,50.17216186,28.63528325,0.70549797,1
98,84,2355,59,24.41,70,0.345,0
100,83,1793,18,14.39,55,0.31,0
100,83,2222,76,16.17,50,0.373,0
97.03218654,109.4021837,3565.879569,58.22910778,54.96305333,65.27492061,0.920372446,1
99,91,2080,20,18.98,68,0.329,0
100,83,2127,21,27.1,43,0.357,0
101,83,1477,57,13.12,43,0.306,0
100,84,1541,52,8.37,48,0.259,0
100,83,1652,50,15.74,51,0.318,0
100,83,1178,66,11.53,31,0.302,0
99,83,2083,39,14.36,65,0.31,0
101,92,802,36,4.55,0,0.212,0
96.2537432,100.6561187,5198.503519,39.68597911,62.99245231,35.87386422,0.707170352,1
100,84,2393,46,9.86,46,0.282,0
100,82,2522,25,33.57,37,0.373,0
100,89,1142,47,9.11,20,0.278,0
100,92,2289,20,6.6,42,0.251,0
96.78797259,104.840134,4691.050957,22.94759362,51.20866568,57.43730573,0.737654952,1
101,85,787,35,4.3,0,0.204,0
100,84,2117,19,17.57,61,0.314,0
101,92,1665,42,12.25,51,0.302,0
100,95,810,33,31.57,0,0.2,0
95.06145599,108.1634311,5249.51041,62.46738226,59.31016724,39.71838711,0.824451068,1
96.3621514,101.5481089,4661.755292,50.85834429,67.61604588,67.73096902,0.781705117,1
100,85,841,36,3.88,11,0.263,0
100,83,1882,71,21.9,48,0.341,0
95.74016916,106.8080983,5259.537654,39.83107029,58.27490935,10.26188567,0.809303185,1
97.77097764,101.2930238,4570.184089,52.7537314,67.86815042,30.81719249,0.753459042,1
96.86831906,108.6730049,4046.187326,29.48381256,54.83159496,49.27761007,0.601310355,1
100,85,1557,59,8.56,45,0.224,0
95.6473806,100.7515214,4253.283708,57.35517205,69.88537943,24.44797845,0.747318345,1
97.61318334,103.1209534,4034.559415,24.00888459,61.66359282,47.88964495,0.805734879,1
100,85,784,34,4.71,0,0.208,0
95.16993891,109.8874363,4379.831307,39.77674846,59.05441354,28.95712818,0.610987278,1
95.47086965,101.0321021,3574.302726,29.04709745,56.63607232,31.38012714,0.759238095,1
97.88204081,104.9770117,3758.4492,41.85789192,55.28868934,47.18521814,0.902042854,1
97.11386452,108.4405913,4584.916959,27.01687326,62.88753832,47.9411704,0.717060219,1
100,83,1562,60,27.96,44,0.427,0
99,82,2050,62,18.59,65,0.329,0
101,83,1750,76,22.99,44,0.345,0
100,84,1714,21,4.38,44,0.22,0
100,82,2165,61,23.53,41,0.325,0
97.58200624,106.6635979,4951.277975,58.80911854,63.76935358,32.69482544,0.633184728,1
96.70076426,109.6404137,4706.427975,51.80500608,50.64004907,48.13891779,0.920421133,1
96.64641435,102.037375,4238.382532,38.94358305,66.8310431,46.58548351,0.738011618,1
96.05792616,109.0652727,4978.566239,27.83938864,64.73900882,63.70458494,0.889591227,1
95.16219534,107.3841295,4651.197983,57.97450405,58.40798067,26.05719498,0.871094481,1
97.16907055,100.2438608,4664.435427,40.87942313,66.6775156,63.02832945,0.761881678,1
100,90,787,32,4.16,0,0.204,0
100,87,1991,66,20.81,0,0.341,0
100,82,1451,50,19.87,34,0.333,0
101,93,783,36,4.42,0,0.208,0
100,91,810,32,4.04,0,0.204,0
95.47591234,109.9416306,4647.876552,53.47399363,66.08105901,59.08679629,0.742853349,1
99,82,2042,36,9.67,42,0.282,0
99,83,1702,33,4.81,32,0.224,0
101,92,1679,29,4.41,26,0.216,0
97.08180884,104.9963722,4264.574346,29.43974312,64.70803222,43.88288204,0.672077702,1
100,83,1509,36,9.36,57,0.278,0
100,83,1833,20,4.7,49,0.224,0
97.43805797,104.175241,4610.736116,46.42756649,63.39748089,53.0103981,0.682943754,1
97.46292395,105.5501187,3510.439246,28.19442446,52.87198351,37.95743902,0.822872089,1
100,84,815,37,5.3,0,0.227,0
97.73758911,105.686909,4674.909252,35.29456464,65.40381586,10.44652539,0.726978166,1
100,89,782,34,4.62,0,0.208,0
100,84,1692,48,19.56,51,0.333,0
96.23136036,105.062054,5416.79426,61.72228215,61.43765867,65.40295135,0.652164038,1
100,83,775,33,4.16,0,0.208,0
95.49513868,103.9028413,4329.046431,54.44645509,54.17012423,34.13925482,0.843053233,1
100,82,2679,58,31.4,61,0.365,0
100,85,1476,21,6.87,44,0.278,0
101,85,1020,98,7.65,27,0.302,0
100,92,892,28,3.46,17,0.184,0
100,84,1812,26,21.42,55,0.341,0
100,82,1451,50,13.02,24,0.306,0
100,86,791,37,4.69,0,0.212,0
99,83,2056,32,10.77,60,0.294,0
100,87,1782,52,22.54,55,0.337,0
99,90,1571,29,15.88,20,0.318,0
100,84,1820,19,6.04,51,0.227,0
97.41428489,100.0920305,5425.254801,26.94438653,66.24637862,66.44266663,0.609703224,1
97.9381803,107.3965255,4511.787614,21.28927483,67.30490772,13.68183416,0.673898448,1
100,83,797,35,4.46,9,0.204,0
99,85,780,45,5.81,0,0.239,0
100,84,1582,34,16.68,49,0.322,0
100,83,802,33,17.64,0,0.208,0
95.20406527,106.4581315,4640.011019,24.61533289,54.99496345,44.75914576,0.914331821,1
96.75577531,103.4183726,3556.350431,40.28090564,63.4089386,39.08755206,0.857815266,1
101,90,1264,64,3.94,22,0.204,0
97.34100912,101.142929,5122.960248,69.04635707,66.8668714,47.83818075,0.747634324,1
100,83,956,36,3.66,56,0.212,0
100,82,802,63,4.19,15,0.204,0
100,84,2305,20,12.07,41,0.302,0
101,84,2355,20,6.77,67,0.255,0
95.79187163,105.4615459,5228.554361,60.78483941,51.90206038,22.92681316,0.763226194,1
95.80694943,107.2462589,3614.981285,59.37344223,59.02636703,22.41562765,0.887707478,1
95.37148524,102.2854866,4194.672024,39.99895393,53.55393286,44.83105201,0.799178244,1
100,82,2322,57,31.84,36,0.373,0
101,82,1546,31,12.95,18,0.306,0
100,96,2015,19,26.93,43,0.361,0
100,83,762,34,4.14,15,0.208,0
97.50313468,105.5504449,3786.403076,35.42960526,59.32241977,46.4508063,0.906184333,1
95.55050896,104.207263,3637.26447,27.0425668,60.67533212,69.13177569,0.788821486,1
95.61414647,108.7575407,4956.236493,65.30785646,55.96867564,47.60131066,0.649385136,1
97.12326965,107.7002384,5490.411914,44.18907119,52.17457065,61.85693377,0.797968692,1
100,97,2054,50,10.43,49,0.294,0
96.57646322,102.357303,5336.830066,61.84340605,69.97931173,26.79505136,0.758375613,1
99,84,803,35,4.8,0,0.216,0
100,85,1690,37,27.49,57,0.388,0
96.31615192,103.6322606,4931.458108,35.36708803,68.89124881,46.28797416,0.63616527,1
95.95743869,108.5501536,4402.046379,63.44468913,51.28015974,32.68731218,0.7949949,1
99,82,1838,28,5.81,32,0.235,0
95.37811758,108.648202,4241.511736,48.60852005,63.12643994,13.3049057,0.832075024,1
100,83,797,37,4.47,0,0.208,0
100,83,1691,49,14.71,52,0.314,0
100,83,2087,73,25.09,49,0.357,0
100,93,806,36,4.57,0,0.212,0
96.88780108,108.9838008,3595.935219,32.59767838,67.87229221,65.69450572,0.783146152,1
99,83,1277,28,9.03,29,0.275,0
100,84,805,32,4.83,14,0.22,0
100,84,1591,22,11.9,47,0.298,0
97.55891096,104.4248608,4601.541045,66.02435171,66.32629597,54.1393316,0.667402309,1
100,89,2057,47,6.74,44,0.231,0
96.77960561,105.4093928,3905.418993,55.50335875,66.14015108,41.4473914,0.753074314,1
100,92,783,38,4.76,0,0.216,0
96.4258967,103.0386946,4551.815839,66.81090256,51.09533827,69.25271646,0.733368972,1
99,84,789,34,4.68,0,0.212,0
96.56470222,100.5204677,3673.347184,66.04223434,61.25810863,39.45856535,0.666325219,1
95.51819556,108.2963738,4069.195524,49.53897817,53.62877031,22.48180304,0.783365174,1
101,83,1387,26,12.5,34,0.306,0
98,94,809,32,3.77,0,0.2,0
101,83,1345,44,9.21,50,0.278,0
99,84,726,64,7.77,13,0.275,0
100,86,2438,19,6.8,32,0.255,0
100,88,1743,54,15.91,39,0.318,0
98,88,2478,70,16.49,75,0.318,0
99,84,787,40,4.82,0,0.22,0
100,83,783,36,4.19,13,0.208,0
100,89,943,34,3.46,12,0.204,0
99,83,1839,52,24.26,55,0.349,0
101,89,2562,61,31.09,81,0.365,0
96.37213645,106.7517738,4444.977331,45.62021929,69.92989605,39.51300473,0.740514611,1
97.07504628,102.4512474,4555.276853,45.08670162,66.9077968,28.1041666,0.929436674,1
101,91,787,38,3.79,7,0.216,0
100,87,1384,21,7.66,40,0.282,0
96.71757644,106.0042731,5449.246052,57.24446408,57.65105278,58.09140401,0.675969251,1
100,83,788,32,4.39,0,0.208,0
100,82,2213,61,21.06,48,0.337,0
100,84,1450,65,12.39,53,0.302,0
101,86,730,46,4.22,31,0.208,0
95.13462791,101.5009891,4517.776192,39.63251014,68.38744716,12.69887915,0.725629665,1
100,82,1454,19,4,54,0.212,0
101,82,827,57,4.06,22,0.204,0
96.64819241,108.4785009,4841.939011,24.67105832,61.34511681,54.10186492,0.920335717,1
100,85,1240,39,3.63,9,0.18,0
101,93,2757,43,22.79,57,0.341,0
99,90,784,33,4,0,0.204,0
101,80,754,53,5.09,18,0.22,0
100,86,792,32,4.05,0,0.204,0
95.41952435,109.7912354,4252.363137,63.69034887,56.69467809,11.35062216,0.604223893,1
100,83,912,38,11.92,15,0.302,0
95.0918953,109.1218648,4877.092667,40.08382115,53.70503186,23.54665415,0.761277693,1
97.79865872,109.513593,5474.127153,27.05892306,61.3684824,18.02572843,0.649013468,1
96.94003828,108.7561483,3824.780944,34.5400098,60.26030729,53.92590551,0.670305529,1
101,91,1712,45,13.13,53,0.306,0
101,83,1980,23,12.65,54,0.302,0
97.73317126,108.5045428,4734.070938,45.36890743,67.96954123,15.23459443,0.75538188,1
100,92,851,34,4.49,0,0.204,0
95.84696591,100.6005864,4881.404917,43.39146877,65.84785816,19.44747428,0.846400158,1
98,86,2446,42,25.9,51,0.349,0
100,83,765,43,4.75,0,0.216,0
100,83,888,69,8.16,26,0.282,0
95.69844079,107.1004205,4099.061536,46.89864453,63.0655146,10.30948769,0.671539608,1
100,83,2612,19,13.78,51,0.31,0
97.51428547,100.2632869,4190.2904,60.42918679,59.68580394,26.86681516,0.759573928,1
99,92,3040,54,23.02,41,0.337,0
99,85,1175,55,7.27,28,0.259,0
100,83,1378,21,3.34,39,0.208,0
96.49441974,103.5515904,4337.968548,21.26362718,55.00612786,66.9517318,0.899634277,1
100,86,787,57,4.5,8,0.208,0
100,90,783,51,4.45,3,0.208,0
97.12041327,109.5633138,5061.072137,59.58898476,62.87287239,27.57641621,0.739379382,1
101,83,1630,31,5.22,53,0.22,0
99,92,1872,56,7.11,49,0.298,0
98,83,1883,34,18.49,62,0.325,0
100,84,2030,65,24.38,61,0.349,0
100,83,1212,27,3.48,18,0.2,0
100,83,1054,21,2.93,36,0.184,0
100,82,1676,75,4.32,49,0.22,0
100,84,1743,63,19.93,42,0.333,0
99,83,1751,51,9.76,53,0.282,0
100,85,1637,21,5.58,41,0.22,0
97.77807302,103.7697684,4588.196375,64.38909144,52.64990767,49.1331148,0.618057106,1
100,93,2202,31,17.05,45,0.322,0
100,95,814,38,4.85,0,0.216,0
95.18639141,101.4540089,4355.333694,23.22549778,65.5810391,60.96488329,0.93065234,1
101,81,722,52,4.25,19,0.22,0
100,96,787,34,4.6,0,0.212,0
100,82,1845,47,9.4,55,0.278,0
96.09678478,105.8021944,4960.246007,64.72712688,56.85897971,50.30981961,0.832436614,1
100,82,1600,40,13.91,48,0.31,0
97.70698427,105.4104928,5408.358667,38.59560342,55.52676017,43.93496173,0.748630936,1
97.55087377,105.1396772,3858.203933,49.17878163,51.59788696,28.88039195,0.906457741,1
100,82,1824,28,15.8,39,0.318,0
100,82,1840,19,14.05,39,0.282,0
96.85962417,103.6982065,4990.604128,58.90280257,61.74733898,16.03897384,0.739249572,1
101,65,2304,77,6,19,0.239,0
100,94,794,30,4.72,0,0.204,0
96.56029845,103.0194636,4906.868964,33.21326306,65.33754834,12.19005293,0.661894827,1
97.47741706,102.0897032,5169.251032,25.0408218,61.87153536,10.21794578,0.778499264,1
100,83,720,80,5.09,32,0.247,0
98,97,789,31,3.76,0,0.2,0
100,88,2101,44,18.23,48,0.325,0
100,93,1411,56,11,53,0.302,0
97.64352629,106.0179523,4033.721012,44.91441514,64.35452872,60.46267933,0.901749551,1
100,82,2054,50,19.02,32,0.329,0
95.31558045,108.8155744,4532.953087,46.22804124,53.51713412,30.82408714,0.908128848,1
100,82,1693,61,18.1,40,0.325,0
101,91,1858,33,12.63,52,0.302,0
100,82,1560,53,10.18,58,0.286,0
100,83,1888,36,9.92,56,0.282,0
100,88,811,31,4.1,0,0.2,0
95.64799009,103.0830009,4961.854712,26.01580936,50.65290641,40.95692934,0.834441038,1
101,82,1768,21,12.12,38,0.247,0
97.12983465,104.4308467,3519.668613,45.68767153,60.19141928,11.39800142,0.630239518,1
99,84,802,34,4.35,28,0.204,0
100,84,1141,20,3.63,31,0.235,0
96.20251404,105.1618408,4970.565757,69.48545394,53.05906162,20.45368815,0.601325247,1
100,89,1958,42,21.47,44,0.329,0
96.47994758,105.987963,3524.955334,57.55457334,57.55099044,51.75379615,0.776395885,1
99,92,806,32,3.99,0,0.204,0
100,88,1601,20,4.23,40,0.216,0
97.17375786,105.0969674,3753.478312,69.86126925,52.54140065,44.93903935,0.619093241,1
101,88,808,31,3.99,12,0.204,0
99,83,761,34,4.14,3,0.204,0
100,86,1646,33,22.18,60,0.341,0
96.52125613,104.9084523,4529.785889,21.31587922,63.56587435,53.14802559,0.79399357,1
101,98,812,37,4.64,1,0.212,0
100,85,1559,55,14.95,50,0.318,0
100,83,2766,43,25.53,23,0.349,0
96.09712471,100.700826,5493.396639,32.83861298,63.12340546,48.09943132,0.641870719,1
100,93,849,35,4.43,2,0.212,0
100,83,2180,51,18.87,38,0.325,0
101,87,808,33,3.96,40,0.2,0
98,92,1576,58,12.8,23,0.302,0
95.95552444,105.2596267,4298.548855,65.45970805,65.78785561,56.10228774,0.873049306,1
96.71210424,106.2173805,5070.962344,60.49511794,65.91009576,24.16278774,0.780383816,1
96.00339519,105.7579377,5138.58031,56.86133649,65.07168353,29.04343621,0.76493131,1
101,84,1689,40,12.79,63,0.302,0
100,86,2253,86,27.32,73,0.357,0
99,83,1611,38,10.88,48,0.294,0
100,84,1394,21,11.59,29,0.298,0
100,90,1812,19,5.17,52,0.231,0
95.90801367,104.1823196,5164.166487,62.12482093,68.14590122,38.1071192,0.657517051,1
97.93388311,103.911271,5056.598216,27.73010142,61.8215624,46.90144103,0.900664101,1
100,84,1805,18,8.96,49,0.275,0
100,94,1541,28,4.3,24,0.282,0
100,86,776,32,3.89,0,0.204,0
95.50215448,107.7810592,3953.814708,36.82270954,56.90822255,10.3094042,0.709166548,1
100,86,1640,30,10.76,61,0.29,0
101,84,792,33,4.38,0,0.204,0
100,83,1390,20,11.41,17,0.298,0
96.81372636,108.9058945,3714.03333,57.57226688,65.90429546,66.00916231,0.615212494,1
101,87,764,79,4.58,21,0.235,0
99,91,2598,50,29.25,58,0.361,0
97.4185304,102.8652745,4180.936349,51.22011761,61.93989502,15.91768096,0.764779657,1
96.10502579,104.602512,5287.605657,22.16239503,66.01887695,17.38833057,0.673781748,1
96.89635618,101.3877371,5398.68552,35.0172242,61.83535079,37.65186408,0.693254872,1
97.34711973,103.5503614,3777.073201,28.70266592,51.2387544,51.86778886,0.719432095,1
100,93,821,46,4.26,6,0.204,0
96.88077733,101.0238126,5309.83193,30.40729158,64.20586997,67.9890382,0.858048244,1
100,93,813,34,3.42,11,0.192,0
95.55146066,106.1779304,4281.172739,66.0742995,60.69534292,59.57049794,0.637414696,1
95.08454887,103.24154,4122.989051,37.69750286,50.24259773,10.58119795,0.869486456,1
101,92,1022,35,2.28,17,0.173,0
101,84,1323,71,19.8,36,0.345,0
100,84,1500,27,3.54,33,0.208,0
97.35030385,107.4036354,4329.815871,21.82934485,61.95011101,63.68492635,0.62070328,1
98,83,798,30,4.13,0,0.204,0
96.67836178,101.7216365,5189.692193,34.27142485,50.58270747,67.22803979,0.69361075,1
100,83,1989,52,18.35,46,0.329,0
96.25041459,106.9425164,3695.648499,56.33207896,65.07023983,35.66512523,0.607644289,1
99,84,895,36,5.03,0,0.22,0
96.06873033,107.1912577,5033.610163,44.75604161,62.8440627,55.82518855,0.925268054,1
95.94009173,109.0770906,3911.147948,49.39014257,58.66537428,59.50929236,0.632511858,1
96.40712179,105.4605579,3932.738729,27.74269654,55.93430886,63.67571178,0.694157103,1
100,88,1496,33,6.44,7,0.224,0
101,88,2412,21,26.11,32,0.349,0
101,88,813,37,3.72,50,0.2,0
95.62696361,109.7326275,5155.219396,53.65865164,56.71411376,61.61864629,0.706361098,1
100,98,805,33,4.58,0,0.208,0
96.94772909,101.9668606,5363.57246,47.69103823,68.37043627,16.05649302,0.686747914,1
100,83,1963,50,11.57,45,0.325,0
96.09259289,101.1212499,3778.818396,28.12325411,68.75278834,14.65851375,0.720183586,1
99,83,1954,59,18.92,34,0.333,0
101,82,797,33,4.27,0,0.204,0
100,84,811,33,4.31,0,0.204,0
95.62073685,107.9141565,4533.832105,41.14102792,61.1117243,33.1659675,0.822015552,1
101,86,909,32,4.41,21,0.188,0
97.91510777,100.6930725,4774.721742,54.73239241,52.45359428,42.3842975,0.799307751,1
100,83,1682,82,19.77,52,0.376,0
100,92,789,34,4.48,0,0.208,0
99,83,1812,20,8.02,43,0.235,0
101,89,799,31,3.96,35,0.2,0
100,89,1821,21,5,11,0.227,0
99,84,2037,52,5.56,37,0.235,0
100,83,820,43,4.94,28,0.216,0
99,83,1571,47,13.88,30,0.314,0
100,84,1896,71,22.44,69,0.341,0
100,83,1694,27,9.49,53,0.282,0
100,90,790,32,3.88,0,0.204,0
100,82,2125,37,16.17,26,0.294,0
100,94,1491,28,12.58,47,0.302,0
97.30876417,102.6147674,4981.652576,31.05335923,65.09623082,58.09466427,0.907782517,1
95.84804085,108.6517323,4151.083165,28.38319305,50.56107914,16.17993694,0.638137044,1
101,88,2752,57,9.11,22,0.271,0
96.76725902,106.2110984,3613.31479,64.21943285,64.09931389,29.56742211,0.714242982,1
97.49315482,106.8433343,4294.483217,64.00516614,66.96433455,56.84724306,0.755224493,1
100,83,794,34,4.17,0,0.204,0
101,81,753,34,4.69,5,0.208,0
100,93,2103,69,8.33,34,0.259,0
100,83,2032,20,6.55,58,0.282,0
96.51858518,101.767068,4265.285803,51.80688672,60.40160712,47.92222208,0.647718852,1
95.54024445,100.0865835,5038.155128,38.06441172,66.46630069,47.74774148,0.92524813,1
97.12903828,106.6830377,5451.950307,60.08700335,66.65257087,66.08196461,0.868889571,1
99,91,792,34,4.15,0,0.204,0
101,89,801,31,4.09,29,0.204,0
97.88715651,108.2947058,4508.559743,60.49812836,66.87694748,21.76480596,0.701749661,1
